ID;DAN;LETO;DAN_V_TEDNU;TEDEN;DAN_V_MESECU;DATUM;PRA_DAN;PRA_PRED;PRA_NASL;PRA;BDP1;BDP2;BDP3;URA_VEC;URA_MANJ;MIN_VREDNOST;MAX_VREDNOST;STEVEC;MIN_PRET_TED;MAX_PRET_TED;TEMP_MIN;TEMP_MAX;MIN_VRED_LM1;MAX_VRED_LM1;PMIN_VRED_LM1;PMAX_VRED_LM1;RPMIN_VRED_LM1;RPMAX_VRED_LM1
4615;228;2012;3;33;15;15.08.2012;1;0;0;1;9208;-3,1;-0,5;0;0;708652,4163;993338,07;24;733880,205;1243739,551;12,98;30,2;812563,6454;1380407,453;814119,8193;1381124,366;790344,2589;1340790,001
4616;229;2012;4;33;16;16.08.2012;0;1;0;1;9208;-3,1;-0,5;0;0;689877,7776;1291307,76;24;735072,1488;1236452,413;15,6;30,24;830394,8488;1398627,058;819127,6045;1365918,286;795205,7968;1326027,999
4617;230;2012;5;33;17;17.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;752820,393;1240130,21;24;706824,8582;1162723,07;16,2;29,56;834564,3218;1397134,87;806337,4677;1343588,042;782789,1832;1304349,888
4618;231;2012;6;33;18;18.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;774923,8406;1152121,65;24;730050,7578;1069348,253;14,98;30,24;851765,6966;1253149,671;819171,993;1199178,132;795248,889;1164157,326
4619;232;2012;7;33;19;19.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;708239,8323;1080214,85;24;648675,0179;1002529,464;14,98;31,4;773026,3996;1162213,826;723532,1245;1084013,476;702402,0877;1052355,94
4620;233;2012;1;34;20;20.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;745503,304;1413695,28;24;672178,325;1218233,471;14,34;33,52;803565,399;1518317,41;732627,7898;1309168,546;711232,1232;1270935,579
4621;234;2012;2;34;21;21.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;831354,7761;1426621,9;24;738966,7241;1224806,279;14,38;34,06;885666,8837;1531230,858;804912,4875;1417041,324;781405,8181;1375658,041
4622;235;2012;3;34;22;22.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;892796,0482;1536963,9;24;748464,3498;1049143,579;16,62;35,14;942800,7018;1615326,409;903322,8669;1520121,849;876942,2202;1475728,201
4623;236;2012;4;34;23;23.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;928544,408;1506294,15;24;736914,8988;1379351,469;18,52;31,76;955181,658;1589937,507;919776,5016;1529910,185;892915,3428;1485230,678
4624;237;2012;5;34;24;24.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;913561,781;1542675,28;24;831603,9225;1369911,277;16,56;34,56;955097,0255;1584570,503;930815,4752;1540960,563;903631,9341;1495958,34
4625;238;2012;6;34;25;25.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;792014,3426;1160573,18;24;732345,6076;1088818,265;16,94;33,08;816186,569;1186597,969;802235,2133;1172882,05;778806,731;1138629,195
4626;239;2012;7;34;26;26.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;736270,4622;1101542,87;24;708239,8323;1080214,854;12,74;24,04;729909,908;1089599,793;748676,3072;1131777,344;726811,9596;1098724,911
4627;240;2012;1;35;27;27.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;739131,3477;1353909,91;24;761887,992;1444765,509;9,38;24,86;769169,7153;1425380,487;793940,0576;1477173,631;770753,8271;1434034,243
4628;241;2012;2;35;28;28.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;798124,6;1351822,71;24;850036,9059;1458680,815;9,66;27,28;858829,2804;1428407,999;876158,7623;1463714,931;850571,4162;1420968,591
4629;242;2012;3;35;29;29.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;884298,9078;1502495,96;24;940285,1997;1618717,3;13,02;27,92;957303,2601;1566180,743;956344,9566;1595555,491;928415,8524;1548958,879
4630;243;2012;4;35;30;30.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;816698,961;1393819,41;24;889031,88;1442196,531;12,82;29,34;878108,139;1441728,243;883735,167;1451944,827;857926,5596;1409542,221
4631;244;2012;5;35;31;31.08.2012;0;0;0;0;9208;-3,1;-0,5;0;0;825647,049;1384796,14;24;865479,582;1461481,848;15,02;21,66;867265,533;1416282,183;876724,677;1436707,563;851120,804;1394749,946
4632;245;2012;6;35;1;1.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;802304,279;1229735,96;24;874899,5645;1282028,515;13,36;17,14;867762,794;1267866,561;879458,8108;1274371,468;853775,0902;1237154,715
4633;246;2012;7;35;2;2.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;665290,7708;1088138,51;24;720088,6938;1077333,136;14,52;23,3;726760,9081;1118386,14;717356,0882;1099438,405;696406,4165;1067330,398
4634;247;2012;1;36;3;3.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;777384,5472;1426145,3;24;762974,2944;1397584,426;15,14;25,5;816954,096;1501371,235;802808,2976;1490886,384;779363,079;1447346,529
4635;248;2012;2;36;4;4.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;919409,7528;1510255,24;24;868289,4;1470664,265;17,14;26,52;940040,3529;1519917,904;931685,1423;1549653,366;904476,2035;1504397,279
4636;249;2012;3;36;5;5.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;838146,078;1386714,32;24;803908,098;1365905,421;15,34;25,18;835256,304;1381125,186;853531,725;1415284,524;828605,1791;1373952,546
4637;250;2012;4;36;6;6.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;865536,0177;1417673,63;24;843922,2597;1440280,054;15,5;24,58;887180,4564;1438219,834;898815,2617;1461199,598;872566,2551;1418526,716
4638;251;2012;5;36;7;7.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;809849,8584;1297718,32;24;807299,3368;1354022,894;13,48;23,72;839011,2984;1361720,263;841614,9075;1366809,852;817036,3804;1326893,528
4639;252;2012;6;36;8;8.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;815664,1575;1192175,44;24;802304,279;1229735,965;9,48;26,24;869012,196;1244471,016;864314,4112;1245169,044;839072,9676;1208805,119
4640;253;2012;7;36;9;9.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;709184,2576;1102774,56;24;680241,1252;1112591,061;10,44;27,14;727426,8274;1139316,451;733363,9192;1138418,754;711946,7546;1105172,366
4641;254;2012;1;37;10;10.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;705864,8778;1298080,09;24;704504,7459;1292444,177;11,74;27,9;722724,5469;1359309,219;728557,5286;1357298,823;707280,7299;1317660,26
4642;255;2012;2;37;11;11.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;865440,912;1462072,94;24;891548,8512;1464489,926;12,42;28,06;892784,7936;1527330,778;895253,36;1487469,104;869108,3752;1444029,047
4643;256;2012;3;37;12;12.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;913293,9382;1511068,93;24;912647,9516;1509977,816;13,44;22,56;931068,796;1569010,174;918159,0339;1522010,024;891345,1116;1477561,234
4644;257;2012;4;37;13;13.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;809075,295;1390106,49;24;837615,501;1371942,225;8,6;15,54;872793,792;1408638,492;857956,611;1391639,385;832900,8407;1350997,94
4645;258;2012;5;37;14;14.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;834726,1407;1385299,62;24;855864,0549;1371452,316;10,16;17,04;885445,0299;1430826,185;881351,4985;1427292,058;855612,5038;1385609,412
4646;259;2012;6;37;15;15.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;822395,973;1220004,95;24;832836,0345;1217273,874;10,82;21,82;874192,8381;1248920,493;872997,7334;1250886,841;847502,7021;1214355,934
4647;260;2012;7;37;16;16.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;714178,2916;1151399,49;24;732563,9584;1139129,769;10,28;20,86;753624,1508;1169753,973;744895,1259;1173308,733;723141,204;1139043,418
4648;261;2012;1;38;17;17.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;773399,8503;1456694,6;24;803225,5506;1477125,619;7,36;22,82;822250,0638;1538448,13;818584,7538;1536951,6;794678,7995;1492066,455
4649;262;2012;2;38;18;18.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;833877,572;1410307,11;24;847410,893;1431613,091;9,08;23,9;863058,0672;1430774,733;865480,9015;1465383,5;840205,3918;1422588,431
4650;263;2012;3;38;19;19.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;769085,491;1311016,26;24;792142,7015;1310621,01;10,82;20;792674,436;1295060,026;796963,978;1332875,882;773689,4369;1293950,567
4651;264;2012;4;38;20;20.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;808168,914;1344991,42;24;809075,295;1390106,493;7,02;18,2;842514,309;1374454,017;856518,204;1391846,577;831504,441;1351199,081
4652;265;2012;5;38;21;21.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;790045,6167;1278571,93;24;780872,8413;1295925,448;3,92;19,5;815673,7113;1320865,111;818543,8616;1322897,344;794639,1015;1284263,442
4653;266;2012;6;38;22;22.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;775726,7791;1157930,74;24;771526,119;1144540,725;6,46;21,04;804452,3578;1156797,278;809985,2458;1170448,719;786330,4315;1136266,927
4654;267;2012;7;38;23;23.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;760919,6628;1241630,05;24;752166,4986;1212644,139;10,06;20,68;768464,6409;1235705,249;778590,4368;1239483,003;755852,4768;1203285,134
4655;268;2012;1;39;24;24.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;777192,777;1451347,65;24;742151,3715;1397838,256;12,24;22,36;778322,0515;1463965,856;776987,6878;1470035,273;754296,5345;1427104,353
4656;269;2012;2;39;25;25.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;802900,773;1377080,87;24;798393,42;1350294,039;10,98;23,22;822637,845;1407316,959;825462,84;1399475,802;801356,018;1358605,502
4657;270;2012;3;39;26;26.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;835846,7628;1459483,22;24;841470,0078;1434406,025;14,06;23,18;865072,6824;1469062,41;864552,5272;1451150,436;839304,1297;1408771,03
4658;271;2012;4;39;27;27.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;882130,7264;1504326,94;24;871026,4962;1449601,863;17,16;24,48;920687,9063;1500748,673;909490,8471;1498419,447;882930,0706;1454659,596
4659;272;2012;5;39;28;28.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;815756,364;1329332,89;24;817288,569;1322660,619;10,82;19,56;839625,858;1354460,796;842642,376;1391708,682;818033,8427;1351065,213
4660;273;2012;6;39;29;29.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;747525,5656;1136258,4;24;750153,3688;1119757,197;12,76;21,82;778833,1936;1143885,116;778587,612;1157406,504;755849,7345;1123605,597
4661;274;2012;7;39;30;30.09.2012;0;0;0;0;9208;-3,1;-0,5;0;0;693633,492;1145729,65;24;691745,148;1128754,593;14;18,9;703269,207;1137062,574;698473,38;1149750,888;700374,9192;1152880,995
4662;275;2012;1;40;1;1.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;728223,3963;1438723,13;24;760830,8238;1420792,964;13,92;22,06;747537,1062;1438907,114;758870,3311;1459572,377;734574,5805;1412843,173
4663;276;2012;2;40;2;2.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;887273,3212;1524781,36;24;874269,7306;1499488,053;13,34;17,88;900966,7926;1547550,389;902704,7246;1552014,273;873804,018;1502325,479
4664;277;2012;3;40;3;3.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;802903,1493;1395123,33;24;799896,3644;1396709,752;11,62;21,46;824260,3992;1404325,135;826600,1825;1414868,389;800136,0146;1369570,414
4665;278;2012;4;40;4;4.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;788560,3788;1350244,28;24;791189,4144;1349241,692;11,04;21,5;806984,5863;1357158,449;813166,9948;1369012,019;787132,8996;1325182,167
4666;279;2012;5;40;5;5.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;823895,9812;1379506,45;24;833884,2832;1358873,617;10,78;20,12;863267,5652;1486569,801;862769,3484;1441186,918;835147,2;1395046,338
4667;280;2012;6;40;6;6.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;788286,7004;1206293,2;24;781504,0004;1187906,512;8,82;22,62;814406,678;1264658,441;823149,7508;1246402,102;796796,0508;1206497,69
4668;281;2012;7;40;7;7.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;746113,1263;1221145,05;24;747582,7636;1234841,952;11,98;21,96;747489,2362;1281285,591;764155,2459;1269283,448;739690,2952;1228646,473
4669;282;2012;1;41;8;8.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;752761,969;1478691,26;24;743884,1145;1469663,414;7,08;16,3;783635,145;1539065,883;782133,6922;1526810,512;757093,1493;1477928,633
4670;283;2012;2;41;9;9.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;860722,3608;1520434,93;24;878219,5118;1509222,37;8,12;19,32;902086,3133;1559998,174;913607,0583;1567025,294;884357,306;1516855,911
4671;284;2012;3;41;10;10.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;860644,2336;1520280,52;24;866052,8352;1504852,128;9,84;13,9;892772,9184;1547221,325;905021,4368;1547850,326;876046,559;1498294,844
4672;285;2012;4;41;11;11.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;777690,9468;1385517,76;24;788560,3788;1350244,28;8,38;13,52;806744,7708;1403845,294;817361,5461;1406860,734;791193,1595;1361819,129
4673;286;2012;5;41;12;12.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;894842,8118;1510187,38;24;877628,3278;1469474,259;9,62;15,4;923283,8524;1547154,792;928945,5117;1569088,447;899204,6884;1518853,011
4674;287;2012;6;41;13;13.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;764890,6107;1216586,67;24;745445,0319;1140733,786;10,4;13,78;795111,792;1209175,146;792289,1031;1223277,861;766923,4278;1184113,787
4675;288;2012;7;41;14;14.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;772969,2768;1290852,23;24;753805,0142;1233734,172;6,38;16,66;795122,069;1314477,009;785923,2173;1318956,148;760761,3502;1276728,868
4676;289;2012;1;42;15;15.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;717697,6643;1418060,52;24;705219,1078;1385300,237;10,62;18,14;748679,9527;1472260,766;749966,4892;1454156,443;725955,8012;1407600,634
4677;290;2012;2;42;16;16.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;827603,868;1440673,22;24;807481,8024;1426387,408;8,24;14,76;888386,6628;1509773,165;870754,8365;1493725,115;842877,0273;1445902,488
4678;291;2012;3;42;17;17.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;809384,156;1421107,93;24;797888,9249;1409426,731;5,46;18,28;865155,5788;1466230,482;851772,8624;1455459,88;824502,774;1408862,341
4679;292;2012;4;42;18;18.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;834984,3272;1464053,55;24;822385,8288;1465145,218;8,08;19,98;886536,6192;1543462,279;875627,7069;1512746,607;847593,8895;1464314,994
4680;293;2012;5;42;19;19.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;894002,6088;1510733,2;24;894842,8118;1510187,379;5,56;21,78;943985,0588;1576590,543;936921,5389;1562956,286;906925,3577;1512917,176
4681;294;2012;6;42;20;20.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;748317,6501;1170978,81;24;764890,6107;1216586,668;4,94;20,94;811610,0718;1264731,432;796034,746;1216439,345;770549,1514;1177494,211
4682;295;2012;7;42;21;21.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;701616,1831;1169038,93;24;701982,3024;1172304,574;5,18;19,48;733298,4921;1224110,281;710798,3784;1262694,169;688041,6841;1222268,155
4683;296;2012;1;43;22;22.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;700686,806;1365904,67;24;693505,6082;1370260,73;5,96;19,26;741220,584;1399526,16;698690,4937;1283111,575;676321,4417;1242031,884
4684;297;2012;2;43;23;23.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;808133,7238;1423301,62;24;809414,772;1409010,077;4,72;18,88;858302,9793;1474758,106;787685,2737;1326109,259;762466,9931;1283652,968
4685;298;2012;3;43;24;24.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;783356,0776;1393662,4;24;782101,544;1373205,413;4,8;13,46;833415,4822;1416338,885;773366,6731;1400628,221;748606,8122;1355786,155
4686;299;2012;4;43;25;25.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;890811,3312;1540032,15;24;871287,9936;1527708,048;5,58;15,56;925812,6144;1575914,592;920622,5408;1572932,208;891148,1831;1522573,712
4687;300;2012;5;43;26;26.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;779562,914;1335270,19;24;775410,426;1310329,817;5,64;12,2;818338,112;1357505,097;813242,2232;1350088,972;787205,7195;1306864,954
4688;301;2012;6;43;27;27.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;893534,7564;1445813,17;24;851533,8777;1332493,133;9,46;14,58;889159,2534;1337537,174;902341,8756;1379258,866;873452,7858;1335100,954
4689;302;2012;7;43;28;28.10.2012;0;0;0;0;8889;-3,4;-1,4;1;0;756872,667;1563517,75;24;764682,8063;1274121,083;1,44;11,82;737849,5605;1493377,662;770359,7701;1369794,388;745696,1773;1325939,488
4690;303;2012;1;44;29;29.10.2012;0;0;0;0;8889;-3,4;-1,4;0;0;713249,8236;1345455,91;24;700686,806;1365904,666;-0,1;5,12;631407,3474;1027174,566;703604,0034;1272387,421;681077,642;1231651,071
4691;304;2012;2;44;30;30.10.2012;0;0;1;1;8889;-3,4;-1,4;0;0;843013,1475;1421251,32;24;844454,3406;1487270,229;-2,3;7,56;664470,5385;1073134,663;813407,6856;1377786,444;787365,8845;1333675,673
4692;305;2012;3;44;31;31.10.2012;1;0;1;1;8889;-3,4;-1,4;0;0;825413,086;1196137,45;24;865335,202;1539510,796;-0,98;9,38;718787,1285;1511978,903;848309,2387;1541186,425;821150,0406;1491844,292
4693;306;2012;4;44;1;1.11.2012;1;1;0;1;8889;-3,4;-1,4;0;0;674703,66;1085088,66;24;825856,3383;1427738,142;4,68;8,24;844548,1806;1420581,563;854193,0987;1444527,521;826845,5248;1398279,988
4694;307;2012;5;44;2;2.11.2012;0;1;0;1;8889;-3,4;-1,4;0;0;724582,8414;1338515,77;24;889618,8548;1523778,927;4,46;12,1;915937,9133;1512413,543;931004,6614;1546192,642;901197,913;1496690,232
4695;308;2012;6;44;3;3.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;761799,4188;1223685,93;24;839381,1348;1358188,126;4,1;14,42;840109,4736;1278573,653;854617,9107;1292859,718;827256,7362;1251467,934
4696;309;2012;7;44;4;4.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;688599,648;1142668,25;24;702252,99;1450686,573;9,48;16,16;718159,905;1189357,272;725549,61;1269514,527;702320,645;1228870,155
4697;310;2012;1;45;5;5.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;716001,4578;1400226,89;24;738130,6314;1392390,422;6,44;17,62;763934,6862;1438966,009;733967,8789;1333107,474;710469,3973;1290427,13
4698;311;2012;2;45;6;6.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;810593,8084;1425373,07;24;806754,5175;1360122,235;3,42;9,38;841073,0866;1453843,996;789103,103;1331571,64;763839,4297;1288940,467
4699;312;2012;3;45;7;7.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;794176,352;1384965,63;24;738527,498;1070228,243;0,8;11,68;810190,658;1384175,768;774642,2867;1395098,894;749841,5862;1350433,853
4700;313;2012;4;45;8;8.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;886365,9594;1520915,59;24;712608,36;1146048,696;0,14;13,6;908024,866;1533569,702;922677,3886;1548150,321;893137,2435;1498585,234
4701;314;2012;5;45;9;9.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;828533,3727;1386462,52;24;649883,5794;1200524,449;1,94;14,18;845969,9475;1414433,002;854064,0389;1417505,52;826720,5969;1372123,116
4702;315;2012;6;45;10;10.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;866919,935;1348033,16;24;778182,202;1250001,754;2,04;11,24;907580,4005;1372424,331;908800,6153;1377349,213;879704,7446;1333252,44
4703;316;2012;7;45;11;11.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;751637,4326;1274947,26;24;719204,0768;1193453,507;6,88;15,44;808281,184;1288403,865;796446,4211;1303448,653;770947,6464;1261717,857
4704;317;2012;1;46;12;12.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;831744,6687;1588466,45;24;796451,0598;1557555,754;10,56;14,52;872685,8514;1665591,771;880410,3858;1663797,181;852223,4476;1610529,581
4705;318;2012;2;46;13;13.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;865462,5477;1492255,02;24;847024,9908;1489434,776;8,7;13,14;930360,5703;1581932,706;922385,9629;1576955,728;892855,148;1526468,416
4706;319;2012;3;46;14;14.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;830987,1064;1421465,78;24;822206,1056;1433846,77;5,28;10,62;901338,3192;1499414,074;883018,2299;1496018,621;854747,7998;1448122,566
4707;320;2012;4;46;15;15.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;870356,6344;1492267,94;24;867507,1092;1488555,685;2,9;9,04;947416,5796;1576225,963;934795,8663;1558177,072;904867,7399;1508290,971
4708;321;2012;5;46;16;16.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;839000,2588;1426054,65;24;847580,1169;1418335,221;4,38;8,44;915278,9103;1515648,453;901532,1127;1496613,83;872668,948;1448698,719
4709;322;2012;6;46;17;17.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;782089,6244;1214391,1;24;784790,678;1220324,752;1,46;10,92;869636,6182;1315848,384;850506,3941;1290927,255;823276,8525;1249597,339
4710;323;2012;7;46;18;18.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;733636,0246;1209072,63;24;711656,7181;1207130,914;0,2;8,88;786778,8947;1306334,898;778666,4676;1264176,805;753736,9302;1223703,324
4711;324;2012;1;47;19;19.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;751003,4045;1443210,1;24;747730,0557;1428015,297;6,32;10,02;825969,6798;1550894,393;805649,1909;1517427,157;779855,7833;1468845,693
4712;325;2012;2;47;20;20.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;817527,0375;1415753,24;24;809626,2543;1395980,502;7,22;10,12;896121,6978;1524604,069;882702,1595;1502184,476;854441,8486;1454091,017
4713;326;2012;3;47;21;21.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;903833,5104;1560083,98;24;906531,3888;1550689,939;6,14;10,08;991560,816;1697032,099;985884,3744;1662240,682;954320,6146;1609022,914
4714;327;2012;4;47;22;22.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;896365,6606;1528133,56;24;889277,4308;1524708,548;5,62;10,52;989315,0884;1632090,012;974572,0031;1619660,57;943370,4166;1567806,034
4715;328;2012;5;47;23;23.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;837907,9984;1416087,54;24;829573,2896;1410031,568;6,78;10,98;913518,9976;1510084,286;906124,6744;1501748,327;877114,4757;1453668,832
4716;329;2012;6;47;24;24.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;818335,971;1275528,92;24;818465,886;1270874,412;4,58;12,16;900296,649;1375669,044;886845,201;1363634,46;858452,2478;1319976,774
4717;330;2012;7;47;25;25.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;717673,4312;1185456,44;24;725392,9232;1195487,542;3,34;12,14;775124,768;1252095,416;767593,8307;1250162,305;743018,7913;1210137,508
4718;331;2012;1;48;26;26.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;734839,076;1376818,47;24;717250,4425;1378346,723;6,2;13,86;770197,5375;1436439,735;762397,9772;1434884,218;737989,2866;1388945,422
4719;332;2012;2;48;27;27.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;872478,4491;1501091,48;24;873908,2125;1513391,399;9,72;14,32;942450,747;1605668,334;935991,9373;1599851,819;906025,5179;1548631,473
4720;333;2012;3;48;28;28.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;870744,0642;1497223,66;24;875588,7132;1511331,356;8,9;13,56;952101,1989;1602279,079;952220,1211;1615562,988;921734,1453;1563839,639
4721;334;2012;4;48;29;29.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;863186,9916;1487868,19;24;877294,0508;1495620,08;6,06;11,46;945826,8748;1582008,466;949225,2475;1582602,241;918835,1546;1531934,152
4722;335;2012;5;48;30;30.11.2012;0;0;0;0;8889;-3,4;-1,4;0;0;847402,02;1465124,09;24;856951,362;1448271,351;2,86;7,36;920311,515;1530554,319;925480,755;1530342,069;895850,8582;1481347,125
4723;336;2012;6;48;1;1.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;891859,582;1393559,22;24;863799,0805;1346391,633;2;4,84;897384,9055;1412527,241;919745,9548;1415075,667;890299,6616;1369771,055
4724;337;2012;7;48;2;2.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;729446,5584;1263011,35;24;709518,0513;1171985,343;0,52;3,5;741198,5184;1193021,63;746841,5907;1220561,176;722930,9485;1181484,078
4725;338;2012;1;49;3;3.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;779056,8294;1472584,88;24;752129,4072;1409214,194;-2,76;5,16;745281,8634;1419657,448;764013,4129;1449640,725;739553,0031;1403229,49
4726;339;2012;2;49;4;4.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;849761,439;1463009,66;24;797426,5395;1371965,331;-3,42;3,4;829528,5915;1429588,446;841277,8667;1440728,532;814343,7827;1394602,627
4727;340;2012;3;49;5;5.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;865866,2105;1447274,23;24;795841,349;1368430,224;-2,68;4,36;862781,6455;1462740,359;856406,195;1451561,411;828987,7673;1405088,683
4728;341;2012;4;49;6;6.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;954951,2734;1621985,6;24;881951,9262;1520213,148;-4,34;2,94;953878,3198;1602529,945;949034,0674;1600685,746;918650,0953;1549438,702
4729;342;2012;5;49;7;7.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;905490,8322;1497548,63;24;819155,286;1416286,624;-6,16;0,74;891121,6251;1465531,922;881304,8061;1462024,969;853089,2324;1415217,244
4730;343;2012;6;49;8;8.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;886748,7702;1401520,89;24;816755,6172;1276206,863;-4,26;-1,24;834778,5807;1264343,212;821797,3136;1280646,882;795486,9128;1239646,099
4731;344;2012;7;49;9;9.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;832713,1485;1309808,38;24;729446,5584;1263011,347;-10,12;2,42;733009,7217;1230794,838;744109,1353;1215889,716;720285,9745;1176962,179
4732;345;2012;1;50;10;10.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;954434,4955;1705784,67;24;850694,239;1607994,985;-10,56;0,88;828180,018;1593189,758;834871,6787;1585014,586;808142,6932;1534269,265
4733;346;2012;2;50;11;11.12.2012;0;0;0;0;8889;-3,4;-1,4;0;0;997588,319;1651132,94;24;909744,5994;1566280,934;-10,04;2,16;891720,0201;1525642,646;901743,0088;1542001,695;872873,0922;1492633,46
